1780929366.2648554,DATA_RCV,0,1454,NEW
1780929366.2668493,DATA_RCV,1,1454,NEW
1780929366.2693605,DATA_RCV,2,1294,NEW
1780929366.2735004,END_RCV,3,85,SUCCESS
