1780929366.2648554,DATA,0,1454,SEND_TRY_1
1780929366.2658591,ACK_RCV,0,85,SUCCESS
1780929366.2668493,DATA,1,1454,SEND_TRY_1
1780929366.2678487,ACK_RCV,1,85,SUCCESS
1780929366.2693605,DATA,2,1294,SEND_TRY_1
1780929366.2709408,ACK_RCV,2,85,SUCCESS
1780929366.2735004,END,3,85,SEND_TRY_1
1780929366.2755158,ACK_RCV,3,85,SUCCESS
